site,Prob,model,,RF_prob,SVM_prob
178,0.1,RF_prob,,,
260,0,RF_prob,,,
77,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
50,0,RF_prob,,,
260,0.16,RF_prob,,,
196,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
170,0.1,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
260,0.1,RF_prob,,,
54,0,RF_prob,,,
260,0,RF_prob,,,
133,0,RF_prob,,,
255,0,RF_prob,,,
95,0,RF_prob,,,
131,0,RF_prob,,,
259,0,RF_prob,,,
256,0,RF_prob,,,
258,0,RF_prob,,,
59,0.03,RF_prob,,,
260,0,RF_prob,,,
236,0.03,RF_prob,,,
240,0.04,RF_prob,,,
107,0,RF_prob,,,
209,0.01,RF_prob,,,
256,0,RF_prob,,,
147,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
239,0.04,RF_prob,,,
231,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
216,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
250,0,RF_prob,,,
256,0.1,RF_prob,,,
258,0.01,RF_prob,,,
179,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0.25,RF_prob,,,
260,0,RF_prob,,,
215,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
80,0,RF_prob,,,
22,0,RF_prob,,,
209,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
109,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
260,0.11,RF_prob,,,
93,0.19,RF_prob,,,
260,0,RF_prob,,,
118,0.02,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
234,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0,RF_prob,,,
169,0,RF_prob,,,
160,0,RF_prob,,,
258,0.01,RF_prob,,,
83,0,RF_prob,,,
258,0,RF_prob,,,
209,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
107,0,RF_prob,,,
256,0,RF_prob,,,
133,0.01,RF_prob,,,
260,0,RF_prob,,,
256,0,RF_prob,,,
260,0.1,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
237,0,RF_prob,,,
246,0.01,RF_prob,,,
76,0.01,RF_prob,,,
238,0,RF_prob,,,
260,0.01,RF_prob,,,
200,0,RF_prob,,,
82,0.08,RF_prob,,,
168,0,RF_prob,,,
203,0,RF_prob,,,
260,0.05,RF_prob,,,
216,0.1,RF_prob,,,
174,0,RF_prob,,,
250,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0.02,RF_prob,,,
93,0,RF_prob,,,
179,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
178,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
256,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
60,0,RF_prob,,,
257,0,RF_prob,,,
259,0,RF_prob,,,
240,0,RF_prob,,,
109,0,RF_prob,,,
85,0,RF_prob,,,
256,0,RF_prob,,,
93,0.02,RF_prob,,,
259,0,RF_prob,,,
117,0.01,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
208,0,RF_prob,,,
260,0,RF_prob,,,
105,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
169,0,RF_prob,,,
79,0.04,RF_prob,,,
260,0,RF_prob,,,
258,0.01,RF_prob,,,
260,0,RF_prob,,,
250,0,RF_prob,,,
259,0,RF_prob,,,
99,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
89,0,RF_prob,,,
248,0,RF_prob,,,
100,0,RF_prob,,,
233,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
197,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
172,0,RF_prob,,,
259,0,RF_prob,,,
137,0.04,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
255,0,RF_prob,,,
260,0,RF_prob,,,
240,0.07,RF_prob,,,
260,0.01,RF_prob,,,
171,0,RF_prob,,,
116,0,RF_prob,,,
260,0.15,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0.3,RF_prob,,,
259,0,RF_prob,,,
256,0,RF_prob,,,
32,0.03,RF_prob,,,
260,0,RF_prob,,,
104,0,RF_prob,,,
241,0,RF_prob,,,
260,0,RF_prob,,,
210,0,RF_prob,,,
119,0.01,RF_prob,,,
248,0,RF_prob,,,
249,0,RF_prob,,,
260,0.01,RF_prob,,,
250,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
251,0,RF_prob,,,
22,0,RF_prob,,,
179,0,RF_prob,,,
260,0,RF_prob,,,
93,0,RF_prob,,,
260,0,RF_prob,,,
251,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
32,0,RF_prob,,,
256,0,RF_prob,,,
135,0,RF_prob,,,
260,0.04,RF_prob,,,
105,0.01,RF_prob,,,
259,0.02,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
216,0,RF_prob,,,
237,0,RF_prob,,,
239,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
43,0,RF_prob,,,
209,0,RF_prob,,,
203,0.01,RF_prob,,,
237,0.02,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
200,0.02,RF_prob,,,
260,0,RF_prob,,,
260,0.07,RF_prob,,,
258,0.01,RF_prob,,,
258,0,RF_prob,,,
260,0.01,RF_prob,,,
70,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
255,0,RF_prob,,,
14,0,RF_prob,,,
216,0.2,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
257,0.02,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0.02,RF_prob,,,
251,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
238,0.02,RF_prob,,,
79,0,RF_prob,,,
258,0,RF_prob,,,
240,0,RF_prob,,,
260,0.04,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0.03,RF_prob,,,
259,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
250,0,RF_prob,,,
104,0,RF_prob,,,
168,0.01,RF_prob,,,
216,0.03,RF_prob,,,
172,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0.11,RF_prob,,,
260,0,RF_prob,,,
31,0.02,RF_prob,,,
240,0,RF_prob,,,
187,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
196,0,RF_prob,,,
91,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
181,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
210,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
107,0,RF_prob,,,
182,0,RF_prob,,,
248,0,RF_prob,,,
250,0,RF_prob,,,
260,0,RF_prob,,,
256,0,RF_prob,,,
248,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
237,0,RF_prob,,,
239,0.01,RF_prob,,,
174,0,RF_prob,,,
260,0,RF_prob,,,
108,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
237,0.07,RF_prob,,,
228,0,RF_prob,,,
256,0,RF_prob,,,
259,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0.02,RF_prob,,,
142,0,RF_prob,,,
233,0,RF_prob,,,
57,0,RF_prob,,,
260,0,RF_prob,,,
188,0,RF_prob,,,
231,0,RF_prob,,,
226,0,RF_prob,,,
240,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
216,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
256,0,RF_prob,,,
154,0,RF_prob,,,
258,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
251,0,RF_prob,,,
259,0.01,RF_prob,,,
260,0.02,RF_prob,,,
259,0,RF_prob,,,
258,0,RF_prob,,,
255,0,RF_prob,,,
93,0.01,RF_prob,,,
260,0,RF_prob,,,
216,0.01,RF_prob,,,
20,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
157,0.04,RF_prob,,,
259,0,RF_prob,,,
164,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
256,0,RF_prob,,,
260,0.01,RF_prob,,,
241,0,RF_prob,,,
26,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
259,0,RF_prob,,,
132,0,RF_prob,,,
260,0,RF_prob,,,
143,0,RF_prob,,,
50,0,RF_prob,,,
260,0,RF_prob,,,
160,0.02,RF_prob,,,
249,0,RF_prob,,,
118,0.05,RF_prob,,,
91,0,RF_prob,,,
235,0,RF_prob,,,
215,0,RF_prob,,,
259,0.05,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
250,0.04,RF_prob,,,
259,0.17,RF_prob,,,
246,0,RF_prob,,,
141,0.01,RF_prob,,,
216,0,RF_prob,,,
260,0,RF_prob,,,
225,0,RF_prob,,,
260,0,RF_prob,,,
252,0.01,RF_prob,,,
260,0,RF_prob,,,
22,0,RF_prob,,,
53,0,RF_prob,,,
145,0,RF_prob,,,
255,0,RF_prob,,,
256,0.11,RF_prob,,,
93,0.02,RF_prob,,,
258,0,RF_prob,,,
67,0.05,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0.01,RF_prob,,,
216,0,RF_prob,,,
145,0,RF_prob,,,
260,0,RF_prob,,,
26,0.07,RF_prob,,,
251,0,RF_prob,,,
260,0.01,RF_prob,,,
136,0,RF_prob,,,
260,0,RF_prob,,,
216,0.2,RF_prob,,,
116,0,RF_prob,,,
260,0,RF_prob,,,
242,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
260,0.15,RF_prob,,,
260,0.04,RF_prob,,,
251,0.07,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
145,0,RF_prob,,,
41,0,RF_prob,,,
260,0,RF_prob,,,
76,0,RF_prob,,,
243,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
24,0,RF_prob,,,
53,0,RF_prob,,,
256,0,RF_prob,,,
258,0.04,RF_prob,,,
260,0.02,RF_prob,,,
260,0,RF_prob,,,
259,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
79,0,RF_prob,,,
93,0.03,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
183,0,RF_prob,,,
170,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
131,0,RF_prob,,,
239,0.03,RF_prob,,,
215,0,RF_prob,,,
247,0.03,RF_prob,,,
100,0.01,RF_prob,,,
259,0,RF_prob,,,
208,0,RF_prob,,,
250,0,RF_prob,,,
260,0,RF_prob,,,
260,0.03,RF_prob,,,
260,0,RF_prob,,,
240,0.04,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
105,0,RF_prob,,,
259,0,RF_prob,,,
70,0.01,RF_prob,,,
93,0,RF_prob,,,
190,0.16,RF_prob,,,
259,0,RF_prob,,,
58,0.03,RF_prob,,,
260,0.06,RF_prob,,,
258,0,RF_prob,,,
104,0.04,RF_prob,,,
126,0,RF_prob,,,
14,0.07,RF_prob,,,
260,0.01,RF_prob,,,
260,0.02,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
51,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
251,0,RF_prob,,,
238,0,RF_prob,,,
255,0,RF_prob,,,
28,0.2,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
21,0,RF_prob,,,
260,0.21,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
146,0.1,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0.21,RF_prob,,,
70,0,RF_prob,,,
256,0,RF_prob,,,
100,0,RF_prob,,,
156,0,RF_prob,,,
253,0,RF_prob,,,
255,0,RF_prob,,,
181,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
95,0,RF_prob,,,
258,0,RF_prob,,,
253,0,RF_prob,,,
260,0.01,RF_prob,,,
136,0,RF_prob,,,
210,0.01,RF_prob,,,
132,0,RF_prob,,,
258,0,RF_prob,,,
260,0.01,RF_prob,,,
252,0,RF_prob,,,
251,0,RF_prob,,,
260,0,RF_prob,,,
109,0.01,RF_prob,,,
260,0,RF_prob,,,
192,0.01,RF_prob,,,
241,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
256,0,RF_prob,,,
251,0.01,RF_prob,,,
260,0,RF_prob,,,
259,0.01,RF_prob,,,
104,0,RF_prob,,,
258,0.01,RF_prob,,,
57,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
91,0,RF_prob,,,
260,0,RF_prob,,,
107,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
255,0.2,RF_prob,,,
260,0,RF_prob,,,
233,0,RF_prob,,,
258,0,RF_prob,,,
91,0.01,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
57,0,RF_prob,,,
136,0,RF_prob,,,
25,0,RF_prob,,,
260,0,RF_prob,,,
260,0.02,RF_prob,,,
237,0,RF_prob,,,
260,0.03,RF_prob,,,
259,0,RF_prob,,,
259,0,RF_prob,,,
237,0,RF_prob,,,
58,0,RF_prob,,,
260,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
248,0,RF_prob,,,
259,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0.01,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
258,0.15,RF_prob,,,
260,0,RF_prob,,,
190,0,RF_prob,,,
13,0,RF_prob,,,
260,0,RF_prob,,,
260,0.03,RF_prob,,,
260,0,RF_prob,,,
93,0,RF_prob,,,
260,0,RF_prob,,,
250,0,RF_prob,,,
90,0,RF_prob,,,
256,0,RF_prob,,,
88,0,RF_prob,,,
89,0,RF_prob,,,
234,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
95,0,RF_prob,,,
136,0,RF_prob,,,
260,0,RF_prob,,,
89,0.01,RF_prob,,,
260,0,RF_prob,,,
22,0,RF_prob,,,
216,0,RF_prob,,,
260,0,RF_prob,,,
22,0,RF_prob,,,
116,0,RF_prob,,,
130,0,RF_prob,,,
251,0,RF_prob,,,
243,0,RF_prob,,,
160,0,RF_prob,,,
154,0,RF_prob,,,
216,0,RF_prob,,,
237,0,RF_prob,,,
260,0,RF_prob,,,
105,0,RF_prob,,,
259,0.04,RF_prob,,,
59,0,RF_prob,,,
237,0,RF_prob,,,
258,0.01,RF_prob,,,
106,0,RF_prob,,,
216,0,RF_prob,,,
260,0,RF_prob,,,
256,0.03,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
260,0.04,RF_prob,,,
260,0,RF_prob,,,
170,0,RF_prob,,,
251,0,RF_prob,,,
260,0,RF_prob,,,
127,0,RF_prob,,,
181,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
243,0,RF_prob,,,
260,0.07,RF_prob,,,
260,0.04,RF_prob,,,
259,0,RF_prob,,,
259,0,RF_prob,,,
256,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
128,0,RF_prob,,,
259,0,RF_prob,,,
260,0.04,RF_prob,,,
259,0.01,RF_prob,,,
260,0,RF_prob,,,
200,0.01,RF_prob,,,
142,0,RF_prob,,,
260,0,RF_prob,,,
93,0,RF_prob,,,
256,0.01,RF_prob,,,
256,0.03,RF_prob,,,
260,0.02,RF_prob,,,
260,0.01,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
256,0,RF_prob,,,
248,0.02,RF_prob,,,
260,0.03,RF_prob,,,
79,0,RF_prob,,,
148,0.18,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
233,0,RF_prob,,,
22,0.01,RF_prob,,,
185,0.01,RF_prob,,,
239,0,RF_prob,,,
256,0.02,RF_prob,,,
31,0.06,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
240,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
136,0,RF_prob,,,
220,0,RF_prob,,,
240,0,RF_prob,,,
61,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
258,0.01,RF_prob,,,
243,0,RF_prob,,,
216,0.02,RF_prob,,,
201,0,RF_prob,,,
256,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0.03,RF_prob,,,
256,0,RF_prob,,,
259,0,RF_prob,,,
234,0,RF_prob,,,
259,0.01,RF_prob,,,
107,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
208,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
259,0,RF_prob,,,
258,0,RF_prob,,,
260,0.03,RF_prob,,,
136,0,RF_prob,,,
258,0.01,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0.04,RF_prob,,,
258,0,RF_prob,,,
240,0,RF_prob,,,
217,0,RF_prob,,,
212,0,RF_prob,,,
259,0,RF_prob,,,
50,0.02,RF_prob,,,
260,0,RF_prob,,,
233,0,RF_prob,,,
259,0,RF_prob,,,
260,0.01,RF_prob,,,
197,0,RF_prob,,,
260,0.02,RF_prob,,,
17,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
237,0,RF_prob,,,
238,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0.01,RF_prob,,,
250,0,RF_prob,,,
260,0,RF_prob,,,
198,0,RF_prob,,,
260,0.02,RF_prob,,,
173,0.03,RF_prob,,,
258,0,RF_prob,,,
201,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
194,0,RF_prob,,,
234,0,RF_prob,,,
171,0,RF_prob,,,
259,0,RF_prob,,,
256,0,RF_prob,,,
136,0.07,RF_prob,,,
260,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
256,0,RF_prob,,,
44,0,RF_prob,,,
259,0,RF_prob,,,
213,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
12,0.03,RF_prob,,,
259,0,RF_prob,,,
258,0,RF_prob,,,
208,0.02,RF_prob,,,
234,0,RF_prob,,,
260,0,RF_prob,,,
260,0.02,RF_prob,,,
256,0.03,RF_prob,,,
236,0,RF_prob,,,
22,0,RF_prob,,,
260,0,RF_prob,,,
99,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0.05,RF_prob,,,
243,0,RF_prob,,,
247,0.05,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
48,0,RF_prob,,,
251,0,RF_prob,,,
260,0,RF_prob,,,
216,0.05,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
240,0,RF_prob,,,
237,0.01,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
130,0,RF_prob,,,
47,0,RF_prob,,,
153,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
243,0,RF_prob,,,
260,0.01,RF_prob,,,
259,0,RF_prob,,,
136,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
216,0,RF_prob,,,
29,0,RF_prob,,,
260,0,RF_prob,,,
260,0.05,RF_prob,,,
250,0.03,RF_prob,,,
260,0.01,RF_prob,,,
56,0,RF_prob,,,
260,0,RF_prob,,,
260,0.02,RF_prob,,,
259,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0.03,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0.02,RF_prob,,,
89,0,RF_prob,,,
258,0.01,RF_prob,,,
260,0,RF_prob,,,
255,0,RF_prob,,,
70,0.1,RF_prob,,,
240,0.03,RF_prob,,,
216,0,RF_prob,,,
260,0,RF_prob,,,
58,0,RF_prob,,,
256,0,RF_prob,,,
109,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0.09,RF_prob,,,
260,0,RF_prob,,,
259,0.04,RF_prob,,,
209,0,RF_prob,,,
259,0.01,RF_prob,,,
260,0,RF_prob,,,
208,0,RF_prob,,,
251,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0.03,RF_prob,,,
260,0,RF_prob,,,
51,0,RF_prob,,,
260,0.01,RF_prob,,,
129,0.12,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
249,0,RF_prob,,,
260,0,RF_prob,,,
105,0,RF_prob,,,
260,0.05,RF_prob,,,
172,0,RF_prob,,,
260,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0,RF_prob,,,
258,0.01,RF_prob,,,
260,0,RF_prob,,,
237,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
144,0.04,RF_prob,,,
259,0,RF_prob,,,
237,0,RF_prob,,,
98,0.01,RF_prob,,,
258,0,RF_prob,,,
52,0,RF_prob,,,
73,0,RF_prob,,,
219,0,RF_prob,,,
250,0,RF_prob,,,
196,0.02,RF_prob,,,
17,0,RF_prob,,,
55,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
164,0,RF_prob,,,
260,0,RF_prob,,,
170,0.01,RF_prob,,,
250,0,RF_prob,,,
260,0,RF_prob,,,
50,0.01,RF_prob,,,
159,0.01,RF_prob,,,
209,0.03,RF_prob,,,
239,0,RF_prob,,,
182,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0.03,RF_prob,,,
61,0,RF_prob,,,
172,0,RF_prob,,,
260,0.03,RF_prob,,,
260,0,RF_prob,,,
250,0.03,RF_prob,,,
260,0,RF_prob,,,
190,0,RF_prob,,,
260,0,RF_prob,,,
258,0,RF_prob,,,
260,0,RF_prob,,,
260,0.06,RF_prob,,,
61,0,RF_prob,,,
232,0,RF_prob,,,
17,0.01,RF_prob,,,
260,0,RF_prob,,,
215,0,RF_prob,,,
260,0,RF_prob,,,
112,0,RF_prob,,,
260,0.03,RF_prob,,,
194,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
256,0,RF_prob,,,
59,0,RF_prob,,,
248,0,RF_prob,,,
259,0.01,RF_prob,,,
259,0,RF_prob,,,
258,0,RF_prob,,,
248,0.02,RF_prob,,,
133,0.05,RF_prob,,,
18,0,RF_prob,,,
250,0,RF_prob,,,
160,0,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
154,0,RF_prob,,,
259,0,RF_prob,,,
251,0,RF_prob,,,
259,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
216,0,RF_prob,,,
104,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
256,0,RF_prob,,,
215,0,RF_prob,,,
260,0,RF_prob,,,
260,0.01,RF_prob,,,
248,0.01,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
249,0,RF_prob,,,
260,0.01,RF_prob,,,
258,0.01,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
251,0,RF_prob,,,
148,0,RF_prob,,,
258,0,RF_prob,,,
250,0,RF_prob,,,
98,0,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
260,0.01,RF_prob,,,
260,0,RF_prob,,,
259,0,RF_prob,,,
108,0,RF_prob,,,
145,0,RF_prob,,,
258,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0.14,RF_prob,,,
172,0,RF_prob,,,
240,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0.01,RF_prob,,,
260,0.02,RF_prob,,,
260,0,RF_prob,,,
74,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
48,0.03,RF_prob,,,
260,0,RF_prob,,,
260,0.06,RF_prob,,,
190,0,RF_prob,,,
256,0.12,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
258,0.01,RF_prob,,,
118,0,RF_prob,,,
258,0,RF_prob,,,
93,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0.02,RF_prob,,,
260,0,RF_prob,,,
189,0,RF_prob,,,
260,0.02,RF_prob,,,
258,0.03,RF_prob,,,
215,0,RF_prob,,,
23,0,RF_prob,,,
260,0,RF_prob,,,
26,0,RF_prob,,,
136,0,RF_prob,,,
260,0,RF_prob,,,
260,0.01,RF_prob,,,
256,0,RF_prob,,,
260,0,RF_prob,,,
160,0.05,RF_prob,,,
73,0.01,RF_prob,,,
238,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
251,0,RF_prob,,,
107,0.01,RF_prob,,,
258,0,RF_prob,,,
208,0.01,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
260,0,RF_prob,,,
