site,XGB_prob,RF_prob,SVM_prob
901,9.73E-05,0,0.027380424
785,0.00323716,0.01,0.006197927
483,2.78E-05,0,0.005379621
194,1.08E-05,0,0.000392419
1124,2.10E-05,0,0.003926471
239,0.000219714,0,0.001347777
1169,0.001941249,0,0.018244327
91,1.04E-05,0,0.001768274
1021,0.003127129,0,0.004551624
25,0.004686538,0.1,0.006347835
152,0.000190865,0.01,0.004476471
274,0.055221993,0.17,0.296272364
644,2.16E-05,0,0.00784733
783,6.92E-05,0,0.006172078
46,6.27E-05,0,0.006894915
239,8.84E-06,0.01,0.000915681
1169,0.005827864,0.03,0.010642096
616,0.064816602,0.11,0.089350182
253,0.03067413,0.03,0.021772985
322,0.000538332,0,0.012157601
411,0.007515441,0.09,0.028032053
228,0.0639771,0.13,0.070512591
620,8.67E-06,0,0.006084079
400,0.015569652,0.03,0.056010721
55,2.28E-05,0.02,0.018304013
707,0.000292621,0.01,0.009156177
99,1.88E-05,0,0.010188202
198,3.33E-05,0,0.003630385
173,9.71E-05,0,0.006983047
1103,3.25E-05,0,0.018009811
110,0.000124124,0.05,0.0135108
358,8.83E-05,0,0.008592293
434,1.91E-05,0.01,0.001534561
484,3.12E-05,0,0.00987385
549,0.000107757,0.04,0.073532451
239,0.000296547,0,0.032509088
1169,0.002354616,0.01,0.003223192
764,2.65E-05,0,0.001509123
620,0.000227926,0,0.047914858
289,0.061812975,0.03,0.317452311
239,1.83E-05,0,0.015331978
1169,0.000109127,0.01,0.005167046
620,3.10E-05,0,0.002017215
189,2.15E-05,0,0.002442893
259,4.80E-05,0,0.011528988
233,0.000262183,0,0.003737972
238,0.000335548,0.01,0.016030915
1168,3.71E-05,0,0.002711639
231,0.002070227,0.11,0.067219842
438,2.07E-05,0,0.020315542
56,0.000975436,0.02,0.014062317
710,0.000374528,0.01,0.012513171
695,0.008397895,0.01,0.018984326
390,0.000552728,0,0.01312764
846,0.000327957,0,0.076842936
153,0.000189437,0.01,0.032448515
417,0.000515259,0,0.001587279
235,6.39E-05,0,0.015392086
1165,8.09E-05,0.01,0.061521327
38,2.86E-05,0,0.001009188
968,0.000423188,0.05,0.043922771
156,0.000442033,0,0.017905039
241,6.78E-05,0,0.015039113
227,2.37E-05,0.01,0.002864323
1157,0.000193495,0,0.028026447
238,2.79E-05,0,0.000151395
1168,3.02E-05,0.01,0.021767763
238,2.79E-05,0,0.001596019
1168,0.022769902,0.11,0.089349295
296,8.44E-05,0.02,0.039942927
237,0.000199409,0.03,0.00418687
1167,0.003513057,0.11,0.059595242
227,0.000216786,0,0.010697052
1157,0.000202586,0,0.009898471
263,0.000730441,0,0.006356927
112,0.000884838,0,0.010469295
1042,0.000242947,0.01,0.002769397
694,0.000518949,0.03,0.036980863
927,0.00132974,0.02,0.013232093
281,0.000375759,0.04,0.002886611
114,4.22E-05,0.03,0.029260951
351,0.040983785,0.14,0.089306714
229,6.64E-06,0,0.000723717
1159,0.023018597,0.13,0.138791002
110,6.57E-06,0.01,0.012317914
255,0.013912848,0.02,0.011128562
63,1.29E-05,0,0.07702592
482,0.001165537,0.01,0.051291043
139,0.000227855,0.01,0.004059107
1069,0.000133572,0.01,0.015266785
105,0.000222505,0,0.013061189
250,0.000230786,0.01,0.014153343
626,6.71E-05,0,0.0466571
770,9.49E-06,0,0.002392218
239,0.002161448,0.02,0.027268033
1169,0.045123562,0.15,0.329303548
492,0.000430278,0.01,0.034123018
238,1.55E-05,0,0.002074055
1168,5.77E-05,0,0.008791521
244,2.79E-05,0,0.010162267
714,4.68E-05,0,0.003497283
133,0.000218619,0.01,0.00735266
1063,0.034064502,0.01,0.059725121
238,0.000370444,0.02,0.006203006
1168,8.61E-05,0,0.018225797
529,0.00596547,0,0.078636512
230,0.00013024,0,0.004732629
1160,0.000920461,0.05,0.01806164
238,0.006161259,0,0.020411785
1168,3.67E-05,0,0.000502585
263,0.372240603,0.26,0.20705663
206,0.001531331,0.04,0.016895094
788,9.42E-06,0,0.015067087
115,0.000648792,0,0.004813533
178,6.18E-06,0,0.00567233
41,0.045760069,0.11,0.08932033
239,0.000255734,0.01,0.03347302
1169,0.053718556,0.13,0.424973058
368,0.00050598,0.01,0.043426435
239,0.000341361,0.01,0.002808269
1169,6.75E-05,0,0.002361984
39,0.002195251,0.14,0.033800087
195,0.000332815,0.03,0.013475146
1125,0.007749899,0.03,0.160170825
206,1.65E-05,0,0.001896311
167,0.000294537,0.02,0.015195468
332,0.000669434,0.08,0.085072909
631,3.69E-05,0,0.003620929
28,0.000915903,0.01,0.009390016
495,7.22E-05,0,0.010135425
84,0.165895671,0.14,0.362366239
24,0.000374024,0,0.030832878
234,4.59E-06,0,0.004382044
901,0.000107498,0,0.007633675
271,0.159516767,0.22,0.72548299
696,2.55E-05,0,0.017145559
206,0.0002051,0,0.006579798
741,1.77E-05,0.02,0.019969831
791,0.014880373,0.08,0.067103094
61,0.000888993,0.01,0.011196804
363,0.000223932,0,0.003015662
256,1.16E-05,0,0.0016853
843,0.001185893,0.02,0.04596031
207,0.009507903,0.01,0.18829549
529,4.59E-05,0,0.033477694
255,7.62E-05,0,0.036023892
130,0.000929488,0,0.012995143
83,4.38E-05,0,0.004202238
1013,0.000551923,0.04,0.024325365
845,0.005261631,0.03,0.050427964
59,0.034434568,0.05,0.074359261
731,1.27E-05,0,0.016236784
108,0.064984173,0.17,0.10242227
239,0.002719896,0.02,0.003175596
1169,1.23E-05,0.01,0.03175299
309,5.42E-05,0.06,0.060720304
219,0.012852514,0.05,0.043592414
239,0.208402723,0.16,0.17677818
1169,0.004744849,0.06,0.051051162
239,0.003857067,0.01,0.014301179
1169,8.46E-05,0,0.024650602
705,0.000128935,0,0.015659404
239,3.50E-05,0,0.002884518
1169,9.53E-06,0.01,0.016210265
235,0.034585547,0.31,0.366274684
1165,0.314773589,0.57,0.876549789
281,0.096109301,0.1,0.415162532
45,0.000107396,0,0.02386112
189,0.039865442,0.11,0.082444779
109,7.99E-05,0.01,0.061116996
84,0.003520236,0,0.017237014
584,0.020894933,0.03,0.189895856
194,0.101335853,0.47,0.308403484
1124,0.025239808,0.01,0.045635431
454,2.06E-05,0,0.005533074
253,0.092821985,0.14,0.451294249
39,0.000233146,0.01,0.025137501
856,0.069983482,0.13,0.437561875
415,0.001036304,0.03,0.011870676
761,8.16E-05,0,0.001589666
149,0.002170765,0,0.023359005
97,3.35E-05,0,0.001506797
702,4.82E-05,0,0.006649501
239,0.000212674,0,0.026618879
1169,1.03E-05,0,0.000901392
575,4.77E-06,0,0.027223873
239,0.000412208,0.01,0.012873126
1169,0.000196155,0,0.016563701
45,9.50E-05,0,0.008996985
258,9.66E-05,0.01,0.008050006
25,0.00014465,0,0.003668361
227,9.64E-05,0,0.011378545
1157,0.131584615,0.09,0.054437657
304,0.000284743,0,0.006646541
452,0.001757063,0,0.016434873
239,0.000119966,0,0.001725187
1169,0.008966167,0,0.034150062
46,0.000694456,0.01,0.057319153
79,0.00036354,0,0.004992355
703,7.40E-06,0,0.004231507
238,0.000228222,0,0.003497535
1168,3.57E-06,0.01,0.004715135
228,0.006400521,0.05,0.08287956
1158,4.66E-05,0,0.005769224
129,0.040544603,0.07,0.039603396
270,0.296043664,0.72,0.947276814
596,0.000457705,0,0.011689302
239,1.14E-05,0,0.000513441
1169,3.25E-05,0,0.003685074
83,4.56E-05,0,0.033510353
336,5.52E-05,0.02,0.009340843
862,0.079229608,0.12,0.030659359
237,0.000385449,0.01,0.003452935
1167,0.001143733,0.01,0.029944592
239,0.013964428,0.17,0.089400678
1169,0.127410948,0.27,0.693327487
239,0.037784196,0.11,0.104444298
1169,0.054253008,0.21,0.242595797
388,0.000189885,0,0.074261861
607,0.024519745,0.05,0.089394972
277,0.001111336,0.01,0.008476424
84,0.000514537,0,0.012950032
239,1.83E-05,0,0.001126638
1169,0.000408466,0,0.019847081
230,0.003816194,0.03,0.028027893
1160,8.64E-06,0,0.002208399
25,0.003722991,0.02,0.00401851
567,0.006890052,0.02,0.057468569
158,0.002048482,0.01,0.004175585
56,0.030012015,0.12,0.104477548
288,2.27E-05,0,0.001867495
212,0.000192697,0,0.00725746
77,0.069682419,0.22,0.185832797
196,9.21E-05,0,0.005018448
281,0.001623759,0,0.004929023
281,0.000492373,0.02,0.019531372
829,0.000248793,0,0.019633461
408,0.001169409,0,0.012604124
127,0.000352213,0,0.004135918
1057,9.64E-06,0,0.008806675
237,5.88E-06,0,0.00031438
1167,0.000187681,0.01,0.036721927
688,1.98E-05,0,0.035053352
423,7.69E-05,0,0.003473465
409,0.004852198,0.02,0.01970272
229,1.48E-05,0,0.000937277
1159,0.000245416,0,0.005714663
220,9.72E-05,0,0.014679949
115,3.66E-05,0,0.001488339
56,3.75E-05,0,0.008739267
920,0.000322894,0.05,0.049137456
512,4.30E-05,0.01,0.003793891
388,6.81E-05,0,0.015282993
77,5.11E-05,0.09,0.001884805
1007,0.001093631,0.01,0.02961541
383,3.49E-05,0,0.001941723
442,0.000200364,0.01,0.003959831
434,6.85E-05,0,0.016178258
235,0.082200199,0.09,0.5
1165,0.077361763,0.09,0.050079695
409,0.00169154,0.01,0.068057565
207,1.39E-05,0,0.015873894
781,8.30E-05,0,0.00325591
239,0.00187067,0.01,0.018032794
1169,0.031777352,0.05,0.038954495
470,0.036242552,0.02,0.016200502
369,0.058523167,0.03,0.078057974
88,0.000472919,0,0.042656249
239,0.092165828,0.17,0.153028776
1169,1.06E-05,0,0.008109872
42,5.90E-05,0,0.02300186
483,0.000317076,0,0.003705387
99,0.000221819,0,0.021810806
755,8.83E-05,0,0.006740456
148,0.000103667,0,0.001507883
399,0.005737633,0.01,0.033156998
56,0.391978651,0.53,0.790988711
95,0.000103252,0.01,0.002108696
321,0.000244256,0,0.066753593
64,0.005507997,0.02,0.089286833
239,0.000265172,0,0.006973636
1169,1.92E-05,0,0.011523538
206,0.001598306,0.04,0.071248438
758,0.000193219,0.02,0.003835872
411,0.011042751,0.12,0.055854668
133,0.079155222,0.09,0.062052989
408,9.55E-05,0,0.019837839
238,0.013087053,0.03,0.050169122
1168,0.003396675,0.03,0.069366858
686,0.002083865,0.01,0.119392188
329,8.55E-05,0,0.001246607
502,0.046431739,0,0.076036732
411,0.0001808,0,0.008787637
131,0.016330283,0.01,0.040806958
56,8.15E-05,0,0.002525754
503,1.97E-05,0,0.003223312
61,3.15E-06,0,0.002087882
881,0.251538932,0.19,0.670035633
508,0.000160472,0,0.063925983
242,7.92E-05,0,0.048823034
268,0.01117046,0,0.029103605
87,0.000278647,0,0.013975747
1017,0.000361382,0,0.013817596
41,2.59E-05,0,0.008010219
321,0.000131529,0.02,0.017396104
415,0.000307969,0,0.00506637
803,0.000162332,0.03,0.011768871
206,0.000142634,0,0.007393903
130,6.98E-05,0,0.002001485
351,0.000267625,0.02,0.006204811
124,1.07E-05,0,0.00066372
1054,0.009287952,0.04,0.048328353
237,7.31E-05,0.04,0.001931731
1167,0.005453809,0,0.013353099
381,0.000247376,0,0.010109767
104,0.006240889,0,0.130397674
239,2.69E-05,0,0.008232449
1169,0.000106492,0,0.012924007
248,0.000173843,0,0.016588214
486,7.27E-05,0,0.010801794
239,1.03E-05,0,0.000174121
1169,0.000107612,0.01,0.010418286
54,0.000899306,0.01,0.014597605
466,0.017718488,0.04,0.056154558
460,0.056868672,0.06,0.132504189
151,0.000246173,0,0.015756719
1081,0.742764652,0.15,0.34816054
80,0.000279822,0.02,0.005640836
788,0.003205493,0.02,0.041330795
212,0.710038483,0.11,0.34646828
84,5.89E-05,0,0.016429593
219,2.18E-05,0.01,0.005518485
1149,0.000720274,0,0.04278169
80,0.118392169,0.15,0.424513604
252,5.06E-05,0,0.040023115
247,0.02778667,0.13,0.08938843
100,1.56E-05,0,0.003974486
14,0.000251858,0.03,0.006152486
56,3.88E-05,0,0.033240733
226,0.04910972,0.02,0.018417523
483,1.14E-05,0,0.027390684
114,0.011267949,0.15,0.24195878
845,1.80E-05,0,0.028676749
415,0.000381924,0,0.013857269
239,5.53E-05,0,0.005744702
1169,0.00085352,0.03,0.006283588
332,0.002025143,0.02,0.032154189
61,0.002539471,0.01,0.028674455
239,0.010137041,0.02,0.043173187
1169,0.000232601,0,0.035852305
108,0.0082079,0.12,0.030882191
439,0.034274742,0.2,0.65554258
498,0.27041769,0.15,0.208112903
239,7.97E-05,0.03,0.006906969
1169,2.05E-05,0,0.00594682
79,4.15E-06,0,0.002988184
84,0.008920936,0.06,0.06834889
668,2.79E-05,0,0.002266457
239,0.009630359,0.13,0.228648565
1169,5.03E-06,0,0.011976966
53,0.050878782,0.07,0.234242221
983,0.011629381,0.12,0.090509479
149,4.63E-06,0,0.004244858
239,3.26E-05,0.01,0.004951359
1169,1.08E-05,0.01,0.00144171
826,0.001895259,0.01,0.02062346
22,0.037119549,0.11,0.179670644
249,0.035988234,0.08,0.191970357
453,0.147332877,0.23,0.767279158
239,0.809314907,0.44,0.474007949
1169,0.24888432,0.09,0.283562507
187,0.004170217,0.02,0.013001486
28,0.005338056,0.01,0.009365155
239,2.28E-06,0,0.000444007
55,0.000326457,0.03,0.005491095
731,0.036142159,0.09,0.045864651
283,0.013250032,0.05,0.035809657
27,6.46E-06,0,0.00542738
957,1.11E-05,0,0.010502236
63,1.16E-05,0,0.003417389
239,0.244136468,0.23,0.894441271
1169,0.080323413,0.06,0.231436436
239,6.82E-05,0.01,0.00150706
1169,0.000250268,0,0.022021581
525,0.02862069,0.07,0.264309307
160,0.001546188,0.01,0.003893221
169,0.000232678,0,0.005376478
1099,8.48E-06,0,0.007224953
235,1.36E-06,0,0.000431155
1165,3.12E-05,0,0.002115304
596,6.52E-06,0,0.007704606
510,0.000811918,0,0.011554809
456,3.66E-06,0,0.006373813
62,6.78E-05,0.01,0.009528151
86,0.003432136,0,0.007923239
53,0.000280463,0,0.004174593
239,0.001348295,0.02,0.020400223
1169,0.06634979,0.11,0.46684018
149,0.013637714,0.05,0.114730737
192,0.000161654,0.06,0.021192387
411,0.098583564,0.16,0.297413343
33,5.90E-05,0,0.008397725
107,2.40E-05,0,0.026480469
115,0.005752922,0.09,0.089437056
382,0.011028191,0.03,0.073439018
789,5.18E-05,0,0.00285253
197,0.000157096,0,0.003760551
110,0.000327788,0,0.00827687
239,0.01768963,0,0.005314571
1169,0.011331759,0.02,0.068383716
158,0.01595901,0.02,0.019144577
32,0.105707288,0.17,0.251680565
570,0.005537748,0.07,0.032686961
898,0.096816041,0.18,0.487045803
573,0.004722637,0.03,0.021843165
160,2.65E-05,0,0.005388731
239,1.28E-05,0,0.000696832
1169,0.000298064,0,0.019554572
788,8.78E-06,0,0.016069229
65,8.09E-05,0,0.002020678
77,0.217865735,0.64,0.505318902
239,0.000133641,0,0.006432349
1169,0.001635865,0.03,0.021743739
420,0.000192788,0.01,0.026157674
239,0.00049246,0,0.002237973
550,4.77E-05,0,0.042455634
802,9.63E-05,0,0.00290057
97,0.002568519,0.05,0.059660451
253,0.00180825,0.01,0.071662056
497,0.000208665,0.02,0.008624433
558,0.000122654,0.01,0.00604597
238,0.001884925,0.04,0.038646895
239,5.63E-06,0,0.00289976
1169,0.004342388,0.02,0.02113511
406,7.05E-05,0,0.001458768
237,0.055396296,0.21,0.107144162
1167,0.047363378,0.12,0.051377202
97,0.000141009,0,0.002963842
1027,0.000351289,0.01,0.015259607
788,3.79E-05,0,0.00124531
79,0.005819799,0.01,0.029097549
22,1.35E-05,0.02,0.011174348
77,9.26E-05,0,0.016677156
237,2.24E-05,0,0.00465173
1167,0.001881007,0.03,0.040354368
72,0.000478551,0,0.006517195
1002,0.020075569,0.4,0.145012346
108,0.000202583,0,0.007526225
498,0.000130988,0,0.003493032
24,0.00021595,0.01,0.005370477
532,0.080711976,0,0.032605559
239,0.008232558,0.02,0.085710118
1169,4.92E-05,0,0.002127768
536,0.000121046,0.01,0.010609308
595,0.00042062,0,0.024299026
808,2.42E-05,0,0.001914289
844,0.316574723,0.24,0.424218938
39,6.34E-05,0,0.006446168
239,2.06E-05,0,0.005031486
1169,0.000681351,0.02,0.025990435
193,0.022024401,0.17,0.16712766
138,0.000107674,0,0.016285162
60,0.000508918,0.02,0.064893543
235,1.32E-05,0,0.001871173
129,2.63E-05,0,0.010248016
63,0.000103357,0.05,0.010226539
206,1.78E-05,0.06,0.006713
239,3.20E-05,0,0.000862289
1169,9.69E-05,0,0.004060111
664,7.99E-06,0,0.017772002
239,0.003008268,0.04,0.008008195
1169,5.84E-05,0,0.003846328
729,5.51E-05,0,0.002837371
351,0.00068578,0,0.030172157
411,0.00500018,0.03,0.018267387
702,0.006363097,0,0.012643934
269,0.000100803,0,0.00315649
239,0.250310928,0.78,0.939879834
1169,0.037700385,0.18,0.089335161
95,0.000217137,0.02,0.010470558
152,6.20E-06,0,0.040689819
652,0.000143848,0,0.011158008
239,0.000337803,0,0.005466523
239,6.29E-06,0,0.00060516
1169,0.000824556,0.02,0.004884383
168,0.00012111,0,0.003768354
1098,6.40E-05,0,0.002485651
516,0.000109208,0,0.001014809
584,0.000106834,0,0.015391294
498,0.000127692,0,0.005354615
406,0.000589394,0.02,0.006585729
256,0.000760963,0.02,0.009616787
363,0.000172199,0.03,0.008570922
196,3.06E-05,0,0.095198654
239,5.19E-05,0,0.002919436
1169,0.003132311,0,0.01331147
280,2.95E-05,0,0.019100223
836,2.88E-05,0,0.003599587
366,0.000500947,0,0.024816332
395,0.001875069,0,0.009862352
363,4.41E-05,0,0.036786885
919,8.78E-06,0,0.00494194
187,0.005332792,0.01,0.032062419
109,0.13591969,0.1,0.304176068
237,0.000216831,0,0.004370179
1167,4.92E-06,0,0.023314149
175,0.000853954,0.01,0.033245192
621,3.89E-06,0,0.007288074
61,2.47E-05,0,0.000782809
693,0.000176583,0,0.012844797
510,0.569431305,0.14,0.160986398
218,2.64E-05,0.01,0.05367446
369,0.121514902,0.11,0.193562792
194,0.000298804,0.01,0.039307079
1124,8.96E-06,0,0.013660706
932,0.00024021,0.02,0.015089043
239,0.0002481,0,0.001673383
1169,0.002264571,0.01,0.037298165
634,0.000103591,0.01,0.068061899
140,0.014574947,0.07,0.097196891
897,0.000453044,0,0.014818181
510,0.001900131,0.01,0.034714899
935,0.033757716,0.14,0.056245458
304,0.024429498,0,0.040719181
115,0.000196548,0.02,0.052052251
1045,0.000570716,0.01,0.070878812
93,5.57E-05,0,0.004021749
311,0.089890011,0.05,0.090530374
239,0.002770623,0.06,0.008271242
1169,0.014271378,0.01,0.019536667
25,0.000102131,0.01,0.00836826
239,3.55E-05,0,0.000219255
1169,0.006112752,0.01,0.016319114
251,0.005552188,0.21,0.089375663
783,0.000211599,0.01,0.012517647
24,0.000757908,0.05,0.012864808
105,0.003034215,0.03,0.007209885
238,0.009991642,0.11,0.106295608
141,4.95E-05,0,0.001966081
322,0.05404827,0.11,0.089987076
235,0.000340769,0,0.020007377
1165,0.002264193,0,0.072377621
43,0.000671006,0,0.022299665
88,0.147554964,0.07,0.129412927
93,0.002333562,0.04,0.004101294
60,0.001464493,0.05,0.010784272
534,0.002306188,0.1,0.089331701
351,0.0003717,0,0.000515896
239,2.70E-05,0.01,0.012299094
1169,1.48E-05,0,0.03271375
139,0.000294867,0,0.089399724
1069,0.011827094,0.05,0.05798705
277,0.098598905,0.1,0.426718218
285,0.000148819,0,0.006868979
135,0.000174552,0.01,0.056955303
52,0.001929429,0.01,0.009443458
982,3.65E-05,0,0.040309778
37,0.000434086,0,0.021266718
28,4.37E-05,0,0.001551438
752,0.00044897,0.01,0.036186668
286,0.00469389,0.02,0.029494584
466,0.000203622,0,0.019308525
169,0.012330577,0.14,0.10626803
583,0.01048821,0.09,0.058695354
217,0.049371399,0.07,0.223240744
1147,0.000725809,0.02,0.042649088
634,0.217229292,0.21,0.318536074
396,0.000457403,0.01,0.013616511
46,0.00012325,0,0.001759828
124,0.000238994,0,0.003851748
239,6.04E-06,0,0.000318448
1169,0.000173324,0,0.009518854
44,0.008674415,0.05,0.030523257
275,0.036255509,0.01,0.056114106
142,0.000305721,0.01,0.012865344
364,0.000501117,0,0.020899707
239,2.77E-05,0,0.000998011
1169,0.001524372,0.01,0.007857914
230,2.13E-05,0,0.001362187
1160,9.71E-05,0,0.007864222
32,7.95E-05,0.01,0.007340695
206,0.00056274,0.01,0.00443641
86,1.80E-05,0.01,0.000419759
1016,0.00019031,0.04,0.00576736
488,0.000806526,0,0.062094605
381,0.026628705,0.14,0.129064608
237,0.061107486,0.04,0.026079367
30,0.004836937,0,0.077663398
172,0.000173989,0.02,0.017172874
233,0.000157495,0.01,0.026910319
254,0.000109116,0.01,0.001093233
109,0.00204523,0,0.007562416
439,0.002687217,0.03,0.046774932
62,0.000429303,0,0.019135863
97,0.000701595,0.01,0.020936986
187,1.76E-05,0.01,0.038646243
1117,0.000311448,0,0.002649733
239,1.03E-05,0,0.000640599
1169,0.054103799,0.09,0.073271207
770,0.00104426,0,0.067733928
352,0.214804962,0.19,0.389060217
65,0.022809969,0.03,0.076806017
140,0.000107581,0,0.005519833
287,0.000291694,0,0.009121036
239,0.000670481,0,0.003586709
1169,3.62E-05,0,0.04015637
109,6.00E-05,0,0.003607891
708,0.00062392,0.01,0.043457566
239,2.13E-06,0,0.00026494
1169,3.80E-05,0,0.001609181
165,0.00214843,0,0.02700515
65,0.002549912,0.04,0.003206062
239,0.076765567,0.09,0.125740327
1169,0.005570083,0.01,0.187897965
862,0.000630088,0.03,0.007700319
280,0.000117263,0,0.005069189
71,0.000250548,0,0.00217945
1001,0.001379329,0,0.02435011
56,0.000449958,0,0.007358313
127,3.27E-05,0,0.047825413
61,0.00037126,0,0.001188097
524,0.000304319,0.01,0.01819115
349,0.000364907,0,0.005229569
619,0.283022821,0.26,0.93243438
515,0.007839018,0.01,0.024494521
286,0.346771896,0.13,0.775769364
384,0.000350495,0,0.004232695
524,4.38E-06,0,0.007962269
95,0.001054554,0,0.036145701
36,3.68E-05,0,0.003398236
645,0.002450574,0.07,0.029332261
167,0.024430919,0.13,0.073214512
518,0.016497627,0.06,0.03557972
363,0.002174153,0.23,0.089370913
55,1.31E-05,0,0.008838657
517,0.000340978,0,0.013894602
156,0.00731792,0.01,0.011465937
228,2.87E-05,0,0.005092466
84,7.38E-06,0,0.010988372
98,0.002557665,0,0.006681523
1028,0.000739519,0.04,0.018817446
359,0.061864059,0.13,0.037826125
767,0.000117267,0,0.029540027
239,8.60E-05,0,0.005123619
1169,1.67E-05,0,0.006576948
406,0.00035447,0,0.021729341
73,2.76E-05,0,0.003863007
116,0.002377222,0.02,0.016874402
351,0.008369195,0.02,0.015977959
239,0.000773086,0,0.002154623
1169,7.30E-05,0,0.011359473
548,0.003554734,0,0.01550914
614,0.004731586,0.05,0.07907338
239,0.006439399,0,0.004300741
1169,0.00149953,0,0.013849995
140,0.009015034,0.08,0.136021838
581,0.003343941,0.06,0.00478872
84,0.00011883,0,0.005200106
81,0.000111086,0,0.002260775
188,7.08E-05,0,0.002509765
1118,0.026806239,0.03,0.043854029
557,0.002338688,0.02,0.025358575
239,0.264762998,0.3,0.832927897
1169,0.07264936,0.13,0.223291586
175,0.001441599,0,0.017321223
646,0.151385486,0.25,0.90669602
620,0.005296669,0.01,0.00798563
698,0.009238712,0.07,0.229413917
92,0.006296292,0.03,0.038092956
84,0.005917795,0.02,0.04875139
239,7.05E-06,0,0.009450059
1169,0.000184574,0.01,0.046852894
418,4.68E-05,0,0.009566367
732,0.000216456,0,0.001499307
194,9.73E-06,0,0.000806784
1124,2.95E-05,0,0.003137279
24,0.000596516,0,0.086465226
862,0.000635801,0.05,0.005685123
263,0.000584895,0.03,0.075916093
188,5.40E-05,0,0.00017148
1118,7.60E-05,0,0.002064671
350,0.018081207,0.19,0.089419733
30,5.44E-06,0,0.00955832
239,0.003123479,0,0.018814962
1169,0.010207566,0,0.019122238
239,9.00E-05,0,0.08940475
1169,0.00236425,0.06,0.049269401
620,0.000305209,0.01,0.003000112
495,0.000378376,0.02,0.072202563
108,0.017236363,0.06,0.034397441
460,0.004359951,0.04,0.001642734
510,0.006703507,0.12,0.075252642
410,9.56E-05,0,0.062931364
239,0.002211136,0,0.008435587
1169,0.000402021,0,0.003070808
387,0.000369835,0.01,0.089311234
484,0.035284966,0.09,0.057180148
238,4.47E-05,0,0.006377133
1168,0.002249149,0.07,0.047596312
501,0.000111964,0,0.017516213
583,0.000207486,0.05,0.00699823
219,6.07E-05,0.02,0.002420059
1149,0.075728349,0.01,0.064401019
184,0.031224893,0.16,0.064868773
140,4.78E-05,0.06,0.053324729
24,0.013341232,0.05,0.068963117
411,0.014369303,0.03,0.03681668
68,0.003472203,0,0.021435354
92,4.43E-05,0,0.004970956
157,0.001060671,0,0.002634811
107,0.000611725,0,0.008261226
325,0.0038507,0.04,0.089337054
237,3.60E-05,0.01,0.007366819
1167,0.03451471,0,0.014452582
93,0.005764492,0.17,0.089406968
239,0.008262051,0,0.061548977
1169,0.077014968,0.15,0.200600105
172,0.000143492,0,0.032366425
624,0.000450581,0.02,0.022752309
84,1.01E-05,0,0.002248243
110,0.00058292,0,0.013592434
285,0.092844047,0.24,0.791022358
308,0.000118158,0.02,0.001855515
277,0.005954737,0.06,0.018066541
144,8.86E-06,0,0.003659997
262,1.19E-06,0,0.00656643
187,6.49E-05,0,0.001868448
385,0.002968368,0.03,0.005523063
402,0.78421092,0.2,0.938946531
92,0.000494378,0,0.005447587
187,0.01129697,0.01,0.074672505
145,0.000172877,0,0.003499484
1075,0.000204013,0.01,0.000899695
76,0.001620641,0,0.030099231
768,8.95E-05,0,0.003560745
167,0.000644925,0,0.013084215
37,0.000726351,0.01,0.007469148
645,0.014640262,0.04,0.016822047
569,3.80E-05,0,0.01761991
532,0.006365865,0.02,0.016889039
42,3.05E-05,0,0.042718349
240,0.000271568,0.03,0.009464726
267,2.51E-05,0,0.01042853
239,7.99E-06,0,0.000323606
1169,0.000343267,0.06,0.010227141
498,0.00043228,0.04,0.028724104
896,0.009804612,0.07,0.0447434
237,0.019684536,0.03,0.024078193
1167,9.40E-05,0,0.011534941
198,0.000194461,0,0.003274509
138,0.034877595,0.13,0.070398428
489,0.000209975,0,0.010271151
68,0.008439647,0.06,0.055092535
998,3.51E-06,0,0.008209267
602,0.005823663,0.03,0.03409421
206,0.001499444,0.01,0.041570788
383,3.18E-05,0,0.052379361
237,1.24E-05,0,0.011698306
1167,1.95E-05,0,0.001613269
608,3.00E-05,0,0.048590403
198,9.87E-06,0,0.009222542
83,1.49E-05,0,0.002603712
1013,0.000147863,0.02,0.016289547
647,0.001839404,0.01,0.033427312
635,0.000210411,0.01,0.029310106
71,3.67E-05,0,0.004765603
1001,0.000363246,0,0.006287694
412,4.98E-05,0,0.006402589
517,0.002434721,0.01,0.037738915
508,0.000330416,0.05,0.006088965
99,3.37E-05,0,0.004018204
82,0.084279895,0.15,0.179402462
529,0.018317925,0,0.014460867
262,0.007131817,0.03,0.059778993
518,2.59E-05,0,0.008558904
620,0.080150619,0.12,0.282538021
461,0.056355119,0.17,0.061673938
316,0.000752064,0,0.009763489
749,0.004591167,0,0.031952693
412,0.000156276,0.02,0.00826745
149,0.015242472,0,0.053077895
163,0.00157656,0.02,0.013974214
43,0.000362577,0,0.021026254
377,0.238524854,0.05,0.088647747
218,9.47E-05,0,0.007756948
1148,0.004702876,0.06,0.202191184
466,0.000173269,0.01,0.015874363
263,0.00071101,0,0.002377731
175,0.294513673,0.27,0.809101476
36,0.001563282,0,0.019615647
280,0.000163558,0.01,0.020062726
755,0.000437658,0.06,0.015475247
238,0.00013234,0,0.002431167
1168,2.57E-05,0,0.002097294
388,0.000822164,0.01,0.010286717
407,6.45E-06,0,0.026106442
558,0.012712644,0.1,0.185136304
705,0.000643353,0,0.016531292
282,0.001491847,0,0.071188588
